,id,ms_subclass,ms_zoning,lot_area,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating,central_air,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,saleprice,total_bldg_sqft,bldg_age,total_baths,total_porch
1713,2585,20,RL,12778.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,GLQ,Unf,GasA,1,2,1,TA,4,Typ,0,RFn,1,280.0,TA,TA,Y,0.0,139500.0,2016.0,54,2,154.0
1714,2193,20,RL,8172.0,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,CBlock,TA,No,ALQ,Unf,GasA,1,3,1,TA,5,Typ,0,Unf,2,528.0,TA,TA,N,196.0,79275.0,1728.0,52,2,0.0
1715,2262,20,RL,9037.0,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,Gd,TA,PConc,TA,Av,GLQ,Unf,GasA,1,2,1,Ex,6,Typ,1,RFn,2,472.0,TA,TA,Y,120.0,265900.0,2960.0,1,2,33.0
1716,1528,30,RL,6292.0,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Mn,Rec,Unf,GasA,0,2,1,TA,4,Typ,0,Unf,1,160.0,Fa,TA,Y,0.0,91000.0,1558.0,78,1,141.0
1717,370,60,RL,11900.0,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,157.0,TA,TA,PConc,TA,No,ALQ,Unf,GasA,1,3,1,TA,6,Typ,1,Unf,2,567.0,TA,TA,P,0.0,185000.0,3056.0,32,3,376.0
1718,2629,20,RL,7945.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,ALQ,BLQ,GasA,1,3,1,TA,6,Typ,0,RFn,1,300.0,TA,TA,Y,0.0,141000.0,2300.0,47,2,0.0
1719,1703,60,RL,16659.0,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,No,Unf,Unf,GasA,1,3,1,Gd,7,Typ,1,Unf,2,728.0,TA,TA,Y,0.0,260116.0,3734.0,0,2,368.0
1720,793,30,RL,9340.0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Rec,Unf,GasA,1,2,1,TA,4,Typ,0,Unf,1,234.0,TA,TA,N,0.0,113000.0,1344.0,68,2,113.0
1721,1429,80,RL,11454.0,IR2,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,Gd,TA,PConc,TA,Gd,GLQ,Unf,GasA,1,3,1,Gd,6,Typ,1,Fin,3,811.0,TA,TA,Y,168.0,225000.0,2912.0,13,3,42.0
1722,648,30,RL,8480.0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,No,BLQ,Unf,GasA,1,2,1,Fa,4,Typ,0,Unf,1,240.0,TA,TA,Y,0.0,113000.0,1586.0,64,2,0.0
1723,279,80,RL,6305.0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,Av,ALQ,Unf,GasA,1,3,1,TA,5,Typ,1,Unf,1,352.0,TA,TA,Y,0.0,125200.0,2104.0,35,2,0.0
1724,1705,60,RL,9709.0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,120.0,Ex,TA,PConc,TA,Gd,GLQ,Unf,GasA,1,3,1,Ex,8,Typ,2,Fin,3,786.0,TA,TA,Y,172.0,319500.0,3018.0,0,3,104.0
1725,1257,50,RL,10930.0,Reg,Bnk,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,BLQ,Unf,GasA,1,3,1,TA,6,Typ,1,Unf,1,288.0,TA,TA,Y,0.0,140000.0,2471.0,63,2,0.0
1726,2894,20,RL,50102.0,IR1,Low,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,6,5,Gable,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,Gd,BLQ,Unf,GasA,1,2,1,TA,6,Typ,2,Unf,2,518.0,TA,TA,Y,0.0,250764.0,3282.0,48,2,138.0
1727,1062,60,RL,8899.0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,108.0,Ex,TA,PConc,TA,Av,GLQ,Unf,GasA,1,4,1,Gd,10,Typ,1,Fin,3,656.0,TA,TA,Y,100.0,250000.0,3036.0,1,2,24.0
1728,1729,60,RL,10237.0,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,No,Unf,Unf,GasA,1,3,1,Gd,6,Typ,1,Fin,2,400.0,TA,TA,Y,100.0,176000.0,2304.0,2,2,38.0
1729,1925,20,RL,9736.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,289.0,TA,TA,CBlock,TA,No,BLQ,Rec,GasA,1,4,1,TA,8,Typ,3,Unf,2,464.0,TA,TA,Y,0.0,174850.0,3052.0,50,1,0.0
1730,415,160,RL,2364.0,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,No,ALQ,Unf,GasA,1,3,1,TA,7,Typ,1,Unf,2,440.0,TA,TA,Y,108.0,147000.0,2352.0,31,3,0.0
1731,78,120,RL,7892.0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,1,2,1,TA,5,Typ,1,Unf,1,264.0,TA,TA,Y,28.0,99500.0,1836.0,31,2,0.0
1733,1756,60,RL,7917.0,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,No,Unf,Unf,GasA,1,3,1,TA,7,Typ,1,RFn,2,460.0,TA,TA,Y,0.0,175000.0,2600.0,8,2,40.0
1734,1280,20,RL,7200.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,1,2,1,TA,4,Typ,0,Unf,1,350.0,TA,TA,Y,0.0,109500.0,1650.0,54,1,0.0
1735,1928,20,RL,12155.0,IR3,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,6,3,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,No,LwQ,Unf,GasA,1,3,1,TA,7,Typ,1,Unf,2,484.0,TA,TA,Y,0.0,163500.0,3314.0,37,2,147.0
1738,225,20,RL,7832.0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,No,GLQ,Unf,GasA,1,2,1,TA,4,Typ,0,Unf,1,280.0,TA,TA,Y,226.0,137250.0,1728.0,42,2,0.0
1739,2317,60,RL,19378.0,IR1,HLS,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,456.0,Gd,TA,PConc,TA,Mn,GLQ,Unf,GasA,1,4,1,Gd,9,Typ,1,RFn,2,576.0,TA,TA,Y,239.0,320000.0,3854.0,1,3,300.0
1740,160,20,RL,9830.0,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,No,ALQ,Rec,GasA,1,3,1,Gd,7,Typ,1,Fin,2,576.0,TA,TA,Y,364.0,162000.0,2350.0,51,2,199.0
1741,100,20,FV,4403.0,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,MetalSd,MetalSd,Stone,432.0,Ex,TA,PConc,TA,Av,GLQ,Unf,GasA,1,2,1,Gd,7,Typ,1,Fin,2,484.0,TA,TA,Y,0.0,222000.0,2948.0,1,3,144.0
1742,482,60,RL,8174.0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,Gd,7,Typ,1,Fin,2,393.0,TA,TA,Y,100.0,178000.0,2040.0,6,3,56.0
1743,177,30,RM,7200.0,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,Stone,294.0,TA,Gd,CBlock,TA,No,BLQ,Unf,GasA,1,2,1,Gd,4,Typ,2,Unf,1,240.0,TA,TA,Y,0.0,119000.0,1592.0,70,2,154.0
1744,1971,60,RL,7590.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,TA,TA,CBlock,TA,No,ALQ,Unf,GasA,1,4,1,TA,8,Typ,1,RFn,1,264.0,TA,TA,Y,0.0,169500.0,2676.0,45,2,168.0
1745,484,60,RL,8795.0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,4,1,Gd,8,Typ,1,Fin,2,554.0,TA,TA,Y,224.0,236000.0,3208.0,9,2,54.0
1746,1561,120,RM,3843.0,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,TA,Gd,GLQ,Unf,GasA,1,2,1,Ex,5,Typ,1,Fin,2,525.0,TA,TA,Y,162.0,294464.0,3244.0,1,3,206.0
1747,992,60,RL,11075.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Mn,ALQ,LwQ,GasA,1,4,1,TA,9,Typ,2,Unf,2,576.0,TA,TA,Y,280.0,206900.0,3064.0,39,2,0.0
1748,73,60,RL,10142.0,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,4,1,Gd,8,Typ,0,RFn,2,618.0,TA,TA,Y,0.0,233000.0,3040.0,6,3,45.0
1749,2646,30,RM,7741.0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,No,BLQ,Rec,GasA,0,2,1,TA,5,Typ,0,Unf,1,280.0,TA,TA,Y,0.0,108000.0,2064.0,82,1,112.0
1750,994,60,RL,8139.0,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,119.0,TA,TA,PConc,TA,No,ALQ,Unf,GasA,1,3,1,TA,7,Typ,1,Fin,2,420.0,TA,TA,Y,192.0,165000.0,2150.0,13,2,49.0
1751,2138,20,RL,8982.0,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,Av,ALQ,Unf,GasA,1,3,1,TA,5,Typ,0,Unf,2,748.0,TA,TA,Y,0.0,134900.0,2080.0,30,1,0.0
1752,2013,45,RM,6120.0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,7,Gable,CompShg,AsbShng,AsbShng,None,0.0,Gd,TA,BrkTil,TA,No,Unf,Unf,GasA,1,2,1,TA,5,Typ,0,Unf,1,240.0,TA,TA,Y,0.0,113000.0,1768.0,68,1,136.0
1753,2126,20,RL,16561.0,IR2,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,No,ALQ,Unf,GasA,1,3,1,TA,6,Typ,0,Unf,1,242.0,TA,TA,Y,306.0,147900.0,2194.0,11,2,0.0
1755,1048,160,RL,2308.0,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,6,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,No,ALQ,LwQ,GasA,1,4,1,TA,7,Typ,0,RFn,2,460.0,TA,TA,Y,0.0,143000.0,2311.0,33,2,0.0
1756,2676,50,RM,6240.0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,No,Unf,Unf,GasA,1,3,1,TA,6,Typ,1,Unf,2,528.0,TA,TA,Y,112.0,114500.0,1992.0,72,1,0.0
1757,2498,20,RL,8789.0,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Mn,Rec,Unf,GasA,1,3,1,TA,6,Typ,1,Unf,1,288.0,TA,TA,Y,64.0,129200.0,1853.0,39,1,0.0
1759,296,70,RL,9042.0,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,Gable,CompShg,CemntBd,CmentBd,None,0.0,Ex,Gd,Stone,Gd,No,GLQ,Unf,GasA,1,4,1,Gd,9,Typ,2,RFn,1,252.0,TA,TA,Y,0.0,266500.0,3492.0,69,2,60.0
1760,354,80,RL,8923.0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,TA,7,Typ,1,Fin,2,396.0,TA,TA,Y,256.0,177500.0,1766.0,11,2,0.0
1761,970,20,RL,12518.0,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,182.0,TA,TA,CBlock,TA,No,ALQ,Unf,GasA,1,3,1,Gd,6,Typ,0,Unf,1,384.0,TA,TA,Y,144.0,139500.0,2016.0,41,1,0.0
1762,884,60,RL,11069.0,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,No,Unf,Unf,GasA,1,3,1,Gd,6,Typ,1,Fin,2,440.0,TA,TA,Y,100.0,170000.0,2004.0,2,2,36.0
1763,1894,60,RL,8800.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,MetalSd,MetalSd,BrkFace,306.0,TA,Gd,CBlock,TA,No,ALQ,Unf,GasA,1,5,1,TA,8,Typ,1,RFn,2,539.0,TA,TA,Y,0.0,224500.0,2999.0,43,2,161.0
1764,450,60,RL,13262.0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,TA,No,Unf,Unf,GasA,1,4,1,Gd,10,Typ,1,Fin,3,730.0,TA,TA,Y,114.0,290000.0,3482.0,6,3,40.0
1765,2031,50,RM,7758.0,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,TA,Fa,PConc,TA,No,LwQ,Unf,GasA,1,4,1,TA,7,Typ,2,Unf,1,240.0,TA,TA,Y,0.0,169500.0,2858.0,76,1,184.0
1766,949,20,RL,12118.0,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,Stone,108.0,Gd,TA,PConc,TA,Mn,Unf,Unf,GasA,1,3,1,Gd,7,Typ,1,Fin,2,550.0,TA,TA,Y,100.0,240000.0,3420.0,5,2,228.0
1767,1907,20,RL,9600.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,176.0,TA,Gd,CBlock,TA,No,BLQ,Unf,GasA,1,2,1,TA,6,Typ,0,Fin,1,288.0,TA,TA,Y,0.0,144000.0,2228.0,52,2,175.0
1768,1906,60,RL,9500.0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272.0,TA,TA,CBlock,TA,No,Rec,Unf,GasA,1,4,1,TA,9,Typ,1,RFn,2,540.0,TA,TA,Y,0.0,165000.0,2793.0,43,2,52.0
1769,549,120,RL,7175.0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,ImStucc,None,0.0,Gd,TA,PConc,TA,No,Unf,Unf,GasA,1,2,1,Gd,5,Typ,0,RFn,2,542.0,TA,TA,Y,0.0,145000.0,2664.0,19,2,60.0
1770,243,20,RL,11200.0,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,Mn,Unf,Unf,GasA,1,3,1,TA,5,Typ,0,Unf,2,504.0,TA,Fa,N,0.0,114000.0,2548.0,46,2,144.0
1772,2365,160,RM,2760.0,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,514.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,1,3,1,TA,6,Typ,0,Unf,2,440.0,TA,TA,Y,0.0,105500.0,1617.0,33,1,0.0
1773,310,60,RL,11050.0,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,Gd,8,Typ,1,Unf,3,741.0,TA,TA,Y,0.0,254900.0,2965.0,12,3,70.0
1774,1961,20,RL,7200.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,No,LwQ,Unf,GasA,1,3,1,TA,6,Min2,1,Unf,1,357.0,TA,TA,Y,0.0,102000.0,2102.0,57,1,171.0
1775,849,60,RL,12420.0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,Gd,6,Typ,0,RFn,2,622.0,TA,TA,Y,0.0,230000.0,2784.0,8,3,45.0
1776,2018,70,RM,6120.0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,8,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Mn,Unf,Unf,GasA,1,4,1,TA,8,Typ,0,Unf,1,180.0,Fa,Fa,N,24.0,137500.0,2452.0,87,1,150.0
1777,1328,30,RL,7111.0,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,Gd,BrkTil,TA,No,LwQ,BLQ,GasA,1,2,1,TA,5,Typ,1,Unf,1,288.0,TA,TA,Y,265.0,138000.0,2151.0,80,1,0.0
1778,801,80,RL,19255.0,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,100.0,Gd,TA,CBlock,TA,Av,Rec,GLQ,GasA,1,2,1,Gd,5,Min2,1,Unf,2,576.0,TA,TA,Y,0.0,156500.0,1858.0,26,1,0.0
1779,400,20,RL,8120.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,No,ALQ,Unf,GasA,1,3,1,TA,5,Typ,0,Unf,2,463.0,TA,TA,Y,0.0,124500.0,1728.0,39,1,0.0
1780,1650,60,RL,11952.0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,6,Mansard,WdShake,WdShing,Plywood,None,0.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,1,3,1,TA,8,Typ,1,RFn,2,534.0,TA,TA,Y,0.0,190000.0,2777.0,30,2,276.0
1781,1084,20,RL,3182.0,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,TA,Av,Unf,Unf,GasA,1,2,1,Gd,6,Typ,1,Fin,2,388.0,TA,TA,Y,100.0,159895.0,2532.0,1,2,16.0
1782,1522,70,RL,9842.0,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,5,6,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,No,Unf,Unf,GasA,1,4,1,TA,8,Typ,0,RFn,2,621.0,TA,TA,Y,183.0,189000.0,3213.0,87,3,301.0
1784,220,20,RL,11341.0,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,TA,TA,CBlock,TA,No,ALQ,Unf,GasA,1,3,1,TA,5,Mod,1,Unf,2,528.0,TA,TA,Y,0.0,121500.0,2784.0,53,2,95.0
1785,1254,90,RL,12436.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,1,5,2,TA,9,Typ,0,Unf,2,484.0,TA,TA,Y,0.0,146000.0,3648.0,51,2,0.0
1786,1443,60,RL,12192.0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,Gd,6,Typ,0,RFn,2,626.0,TA,TA,Y,192.0,235000.0,2751.0,8,3,36.0
1787,2885,120,RM,3842.0,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Gd,TA,PConc,TA,Gd,GLQ,Unf,GasA,1,2,1,Gd,5,Typ,1,Fin,2,525.0,TA,TA,Y,128.0,300000.0,3240.0,2,3,208.0
1789,1197,90,RL,13101.0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,TA,No,LwQ,Unf,GasA,1,6,2,TA,10,Typ,0,Unf,2,576.0,TA,TA,Y,0.0,142600.0,3456.0,43,2,0.0
1790,848,20,RL,9808.0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,Gd,6,Typ,0,RFn,2,544.0,TA,TA,Y,0.0,227000.0,3146.0,7,3,72.0
1791,926,90,RL,8145.0,IR1,HLS,AllPub,Corner,Gtl,Crawfor,Norm,Norm,Duplex,2.5Unf,7,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,LwQ,Unf,GasA,1,5,2,TA,13,Typ,2,Unf,2,400.0,TA,TA,Y,0.0,205000.0,3400.0,69,2,57.0
1792,2158,20,RL,17227.0,IR2,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,158.0,Gd,TA,PConc,TA,Gd,GLQ,Unf,GasA,1,1,1,Gd,5,Typ,1,RFn,2,482.0,TA,TA,Y,240.0,246900.0,2682.0,8,2,84.0
1793,1555,70,C (all),5280.0,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Stone,Fa,No,Unf,Unf,GasA,0,2,1,TA,6,Typ,0,Unf,1,185.0,Fa,TA,Y,0.0,89000.0,1534.0,113,1,123.0
1794,278,50,RL,11792.0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,0,2,1,Fa,5,Typ,0,Unf,2,480.0,TA,Fa,P,0.0,64000.0,1864.0,62,1,160.0
1795,2522,120,RL,3876.0,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,Twnhs,1Story,8,5,Gable,CompShg,Wd Sdng,Plywood,None,0.0,Gd,TA,CBlock,TA,Gd,GLQ,Rec,GasA,1,1,1,Gd,4,Typ,1,Fin,2,484.0,TA,TA,Y,133.0,170000.0,2452.0,28,2,60.0
